car_name,car_price_in_rupees,,kms_driven,fuel_type,city,year_of_manufacture
Chevrolet Beat LS Diesel,₹ 1.5 ,,"84,656 km",Diesel + 1,Ambattur,2011
Hyundai Elite i20 Asta 1.2,₹ 5.65 ,,"18,523 km",Petrol,Mumbai,2015
Honda Amaze 1.5 S i-DTEC,₹ 5.6 ,,"76,018 km",Diesel,Hyderabad,2015
Nissan Sunny XL CVT AT,₹ 4.95 ,,"73,056 km",Petrol,Bangalore,2013
Hyundai Venue SX 1.4 (O) CRDi,₹ 13 ,,"23,221 km",Diesel,Thane,2021
Honda Brio V MT,₹ 2.85 ,,"71,000 km",Petrol,Noida,2011
Hyundai Elite i20 Sportz 1.2 [2016-2017],₹ 7.23 ,,"13,825 km",Petrol,Pune,2019
Tata Zest XM 75 PS Diesel,₹ 5.5 ,,"1,01,785 km",Diesel,Chennai,2015
Maruti Suzuki Wagon R 1.0 LXI CNG,₹ 4.1 ,,"24,000 km",CNG,Thane,2015
Maruti Suzuki Celerio VXi (O) CNG [2019-2020],₹ 5.58 ,,"77,813 km",CNG,Pune,2019
Maruti Suzuki Baleno Delta 1.2,₹ 6.18 ,,"41,617 km",Petrol,Delhi,2019
BMW 3 Series 320d Luxury Line,₹ 12 ,,"41,000 km",Diesel,Kolkata,2013
Maruti Suzuki Wagon R 1.0 VXI,₹ 3.78 ,,"55,847 km",Petrol,Pune,2015
Renault Duster RXZ 1.3 Turbo Petrol CVT [2020-2021],₹ 11.9 ,,"16,600 km",Petrol,Chennai,2020
Honda Jazz V Petrol,₹ 5.99 ,,"57,340 km",Petrol,Ahmedabad,2019
Hyundai i20 Active 1.2 SX,₹ 5.9 ,,"45,173 km",Petrol,Mumbai,2015
Honda City VX CVT Petrol,₹ 9.99 ,,"58,019 km",Petrol,Bangalore,2017
Hyundai Elite i20 Asta 1.2,₹ 5.65 ,,"18,523 km",Petrol,Mumbai,2015
Hyundai Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],₹ 4.99 ,,"53,150 km",Petrol,Thane,2015
Tata Nexon XZA Plus,₹ 10.99 ,,"44,999 km",Petrol,Bangalore,2020
Hyundai Santro Sportz,₹ 5.4 ,,"12,996 km",Petrol,Bangalore,2021
Tata Nexon XZ Plus Dual Tone,₹ 9.13 ,,"50,043 km",Petrol,Pune,2018
Maruti Suzuki Ciaz S 1.4 MT,₹ 6.86 ,,"21,880 km",Petrol,Delhi,2018
Volkswagen Polo Highline1.2L (D),₹ 5.5 ,,"36,486 km",Diesel,Hyderabad,2014
Toyota Yaris J CVT [2018-2020],₹ 8.47 ,,"18,535 km",Petrol,Pune,2019
Maruti Suzuki Swift VXi AMT [2018-2019],₹ 6.75 ,,"37,090 km",Petrol,Ahmedabad,2018
Honda Jazz S MT [2015-2016],₹ 6.5 ,,"26,361 km",Petrol,Hyderabad,2018
Honda City ZX CVT Petrol [2017-2019],₹ 8.11 ,,"72,973 km",Petrol,Kolkata,2017
Toyota Etios VX,₹ 4.11 ,,"1,21,790 km",Petrol,Mumbai,2014
Renault Kwid 1.0 RXT [2016-2019],₹ 2.7 ,,"1,40,000 km",Petrol,Thiruvallur,2018
Hyundai Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],₹ 5.25 ,,"39,200 km",Petrol,Pune,2017
Hyundai Grand i10 Sports Edition 1.1 CRDi,₹ 5.5 ,,"61,391 km",Diesel,Hyderabad,2017
Maruti Suzuki S-Cross Zeta 1.3,₹ 9.5 ,,"87,544 km",Diesel,Hyderabad,2018
Honda Brio S MT,₹ 3.45 ,,"32,000 km",Petrol,Thane,2014
Maruti Suzuki Baleno Delta 1.2,₹ 5.65 ,,"66,000 km",Petrol,Noida,2017
Nissan Magnite XV Premium Dual Tone,₹ 8.4 ,,"13,264 km",Petrol,Thane,2021
Skoda Rapid Style 1.6 MPI AT,₹ 8.75 ,,"31,469 km",Petrol,Mumbai,2018
Volkswagen Cross Polo 1.2 MPI,₹ 6.5 ,,"71,976 km",Petrol,Hyderabad,2017
Honda City S,₹ 5.75 ,,"59,800 km",Petrol,Ahmedabad,2016
Honda Amaze VX CVT 1.2 Petrol,₹ 9.22 ,,"5,768 km",Petrol,Pune,2020
Maruti Suzuki Swift ZXi,₹ 5.31 ,,"55,209 km",Petrol,Pune,2015
Mercedes-Benz CLA 200 CDI Sport,₹ 24.26 ,,"59,500 km",Diesel,Ahmedabad,2016
Hyundai i10 Magna 1.1 iRDE2 [2010-2017],₹ 4 ,,"45,000 km",Petrol + 1,Poonamallee,2016
Nissan Terrano XL (D),₹ 7.69 ,,"63,839 km",Diesel,Bangalore,2016
Jaguar XE Prestige,₹ 29.75 ,,"32,434 km",Petrol,Bangalore,2017
Maruti Suzuki Wagon R 1.0 VXI,₹ 3.75 ,,"55,264 km",Petrol + 1,Thane,2016
Hyundai Elite i20 Asta 1.2 (O) [2016],₹ 5.45 ,,"12,906 km",Petrol,Kolkata,2017
Maruti Suzuki Swift VXi AMT,₹ 7.65 ,,"18,236 km",Petrol,Thane,2021
Maruti Suzuki S-Cross Zeta,₹ 10.5 ,,"6,200 km",Petrol,Ahmedabad,2022
Honda City SV,₹ 5.75 ,,"80,122 km",Petrol,Noida,2014
Honda Jazz S Diesel [2015-2016],₹ 4.5 ,,"46,220 km",Diesel,Kolkata,2016
Ford EcoSport Titanium 1.5L TDCi,₹ 7.99 ,,"63,767 km",Diesel,Bangalore,2016
Audi A6 2.0 TDI Premium,₹ 12.13 ,,"69,000 km",Diesel,Delhi,2013
Maruti Suzuki Swift VDi,₹ 6.85 ,,"81,007 km",Diesel,Hyderabad,2018
Audi Q5 3.0 TDI quattro Premium Plus,₹ 28 ,,"78,457 km",Diesel,Hyderabad,2015
Maruti Suzuki Vitara Brezza VXi,₹ 9.49 ,,"41,098 km",Petrol,Bangalore,2020
Maruti Suzuki Celerio VXi,₹ 3.96 ,,"50,809 km",Petrol,Pune,2016
Maruti Suzuki Vitara Brezza ZDi+ Dual Tone [2017-2018],₹ 9.54 ,,"59,568 km",Diesel,Hyderabad,2019
Skoda Laura Ambition 2.0 TDI CR AT,₹ 4.25 ,,"1,40,037 km",Diesel,Mumbai,2013
Honda WR-V VX MT Diesel,₹ 6.45 ,,"63,036 km",Diesel,Kolkata,2017
Maruti Suzuki Alto 800 LXi (O) CNG,₹ 4.51 ,,"18,362 km",CNG,Delhi,2021
Hyundai Elantra 1.6 SX AT,₹ 9.31 ,,"85,520 km",Diesel,Pune,2015
Honda Amaze 1.2 VX i-VTEC,₹ 5 ,,"46,000 km",Petrol,Mumbai,2016
Land Rover Discovery Sport SE,₹ 49.5 ,,"38,000 km",Diesel,Thane,2018
Maruti Suzuki S-Cross Zeta,₹ 10.95 ,,"12,712 km",Petrol,Hyderabad,2021
Maruti Suzuki Ciaz Alpha 1.4 MT,₹ 7.69 ,,"35,731 km",Petrol,Bangalore,2017
Ford EcoSport Titanium 1.5L Ti-VCT,₹ 5.85 ,,"39,000 km",Petrol,Kolkata,2017
Honda Jazz V AT Petrol,₹ 4.75 ,,"32,000 km",Petrol,Kolkata,2015
Honda City ZX EXi,₹ 2.95 ,,"1,19,000 km",Petrol + 1,Ambattur,2007
Maruti Suzuki Swift ZXi,₹ 6.52 ,,"80,457 km",Petrol,Hyderabad,2018
Hyundai Elite i20 Asta 1.4 CRDi,₹ 6.21 ,,"91,234 km",Diesel,Kolkata,2018
Hyundai Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],₹ 6.15 ,,"49,422 km",Petrol,Pune,2016
Maruti Suzuki Wagon R 1.0 VXI AMT,₹ 4.75 ,,"33,053 km",Petrol,Pune,2017
Hyundai Aura SX 1.2 (O) Petrol,₹ 7.3 ,,"17,385 km",Petrol,Pune,2020
Mercedes-Benz AMG GLA35 4MATIC,₹ 61 ,,"1,600 km",Petrol,Mumbai,2021
Maruti Suzuki Dzire ZXi Plus,₹ 9.74 ,,"10,158 km",Petrol,Pune,2022
Hyundai Creta SX Plus 1.6 AT CRDI,₹ 10.23 ,,"56,907 km",Diesel,Kolkata,2018
Hyundai Elite i20 Asta 1.2 (O) [2019-2020],₹ 8 ,,"18,000 km",Petrol + 1,Thiruvallur,2019
Kia Seltos GTX 1.4,₹ 16.82 ,,"12,498 km",Petrol,Bangalore,2020
Honda Brio S MT,₹ 4.19 ,,"42,265 km",Petrol,Bangalore,2013
Maruti Suzuki Celerio VXi CNG [2017-2019],₹ 4.87 ,,"81,329 km",CNG,Delhi,2018
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],₹ 4.5 ,,"53,300 km",Petrol,Pune,2016
Nissan Magnite XV Premium Dual Tone,₹ 8.3 ,,"20,000 km",Petrol + 1,Pallikarnai,2021
Renault Duster 110 PS RXS 4X2 AMT Diesel,₹ 10.29 ,,"59,839 km",Diesel,Bangalore,2018
Toyota Fortuner 2.8 4x2 AT [2016-2020],₹ 32 ,,"1,77,734 km",Diesel,Hyderabad,2018
Honda Brio S MT,₹ 2.82 ,,"55,200 km",Petrol,Delhi,2014
Maruti Suzuki S-Presso VXi,₹ 4.52 ,,"31,651 km",Petrol,Kolkata,2020
Hyundai Verna 1.6 VTVT SX,₹ 9.1 ,,"25,921 km",Petrol,Delhi,2018
Tata Nexon XZ Plus (O),₹ 11.5 ,,700 km,Petrol,Chennai,2022
Maruti Suzuki Swift VXi AMT,₹ 7.04 ,,"28,151 km",Petrol,Delhi,2019
Honda Brio V MT,₹ 3.51 ,,"39,276 km",Petrol,Mumbai,2014
Audi A6 2.0 TDI Premium,₹ 16.5 ,,"75,000 km",Diesel,Ahmedabad,2014
Honda Amaze 1.2 VX MT Petrol [2018-2020],₹ 6.85 ,,"25,075 km",Petrol,Mumbai,2018
Kia Seltos HTX 1.5 [2020-2021],₹ 13.53 ,,"10,678 km",Petrol,Delhi,2020
Ford EcoSport Titanium 1.5L Ti-VCT AT,₹ 5.75 ,,"31,250 km",Petrol,Mumbai,2015
Maruti Suzuki Alto 800 LXi (O) CNG,₹ 4.51 ,,"18,362 km",CNG,Delhi,2021
Maruti Suzuki Swift VXi,₹ 2.65 ,,"38,500 km",Petrol,Thane,2010
Maruti Suzuki Wagon R 1.0 VXI AMT,₹ 4 ,,"25,299 km",Petrol,Mumbai,2015
Mercedes-Benz C-Class 250 CDI Avantagarde,₹ 9.5 ,,"99,941 km",Diesel,Ahmedabad,2012
BMW 7 Series 730Ld Sedan,₹ 12.5 ,,"35,000 km",Diesel,Ahmedabad,2009
Maruti Suzuki Alto K10 VXi AMT [2014-2018],₹ 3.38 ,,"48,448 km",Petrol,Delhi,2017
Maruti Suzuki Ciaz Delta 1.4 MT,₹ 6.87 ,,"33,823 km",Petrol,Delhi,2017
Maruti Suzuki Swift VXi [2014-2017],₹ 5.71 ,,"21,388 km",Petrol,Kolkata,2019
Mahindra TUV300 T8 AMT mHAWK100,₹ 6.45 ,,"35,239 km",Diesel,Mumbai,2015
Volkswagen Polo GT TSI,₹ 8.25 ,,"11,106 km",Petrol,Kolkata,2021
Kia Seltos HTX IVT 1.5 [2019-2020],₹ 12.75 ,,"28,133 km",Petrol,Kolkata,2020
Maruti Suzuki Ciaz Alpha Hybrid 1.5 AT [2018-2020],₹ 10.76 ,,"23,097 km",Petrol,Pune,2021
Maruti Suzuki Wagon R 1.0 VXI,₹ 3.76 ,,"57,348 km",Petrol,Pune,2016
Mercedes-Benz CLA 200 D Urban Sport,₹ 29.75 ,,"37,329 km",Diesel,Bangalore,2018
Ford EcoSport Titanium 1.5L Ti-VCT,₹ 7.19 ,,"15,443 km",Petrol,Delhi,2017
Hyundai Eon Era +,₹ 3.4 ,,"43,000 km",Petrol,Noida,2018
Hyundai Creta SX Plus 1.6  Petrol,₹ 9.25 ,,"39,240 km",Petrol,Thane,2017
Hyundai Santro Sportz CNG [2018-2020],₹ 5.45 ,,"43,784 km",CNG,Mumbai,2019
Maruti Suzuki Vitara Brezza ZDi,₹ 9.25 ,,"87,803 km",Diesel,Hyderabad,2018
Hyundai i20 Active 1.2 SX,₹ 6.45 ,,"45,000 km",Petrol,Thane,2015
Toyota Etios VX,₹ 3.09 ,,"35,311 km",Petrol,Delhi,2011
Mahindra Alturas G4 4WD AT [2018-2020],₹ 18.99 ,,"42,347 km",Diesel,Kolkata,2018
Maruti Suzuki Swift ZXi AMT [2018-2019],₹ 7 ,,"68,183 km",Petrol,Bangalore,2018
Mercedes-Benz GLA 200 d Sport,₹ 33 ,,"41,679 km",Diesel,Hyderabad,2018
Hyundai Verna Fluidic 1.6 VTVT SX Opt AT,₹ 4.6 ,,"77,394 km",Petrol,Thane,2013
Honda Jazz VX CVT Petrol,₹ 6.99 ,,"30,610 km",Petrol,Ahmedabad,2019
Toyota Urban Cruiser High Grade AT,₹ 11.4 ,,"6,257 km",Petrol,Thane,2021
Honda Amaze 1.2 VX MT Petrol [2018-2020],₹ 8.57 ,,"7,702 km",Petrol,Pune,2022
Hyundai Creta SX 1.6 CRDI (O),₹ 10.72 ,,"75,799 km",Diesel,Chennai,2017
Datsun GO T (O),₹ 2.5 ,,"47,000 km",Petrol,Ahmedabad,2018
Maruti Suzuki Ertiga Vxi CNG,₹ 6.5 ,,"52,000 km",CNG,Thane,2013
Toyota Innova 2.5 GX BS IV 7 STR,₹ 20.31 ,,"40,372 km",Diesel,Delhi,2018
Audi A8 L 3.0 TDI quattro,₹ 27.51 ,,"45,500 km",Diesel,Ahmedabad,2013
Ford EcoSport Titanium 1.5 Ti-VCT AT,₹ 9.45 ,,"43,624 km",Petrol,Mumbai,2019
Maruti Suzuki Swift VXi [2014-2017],₹ 5.95 ,,"18,548 km",Petrol,Thane,2018
Ford Freestyle Trend Plus 1.2 Ti-VCT [2019-2020],₹ 6.1 ,,"63,000 km",Petrol,Poonamallee,2019
Maruti Suzuki Vitara Brezza ZDi Plus,₹ 8.85 ,,"51,439 km",Diesel,Mumbai,2017
BMW X1 sDrive20d xLine,₹ 32.75 ,,"56,307 km",Diesel,Bangalore,2018
Maruti Suzuki Dzire VXi,₹ 6.41 ,,"30,481 km",Petrol,Pune,2018
Hyundai Elite i20 Asta 1.2,₹ 7.89 ,,"34,058 km",Petrol,Bangalore,2018
Honda Amaze 1.2 SX i-VTEC,₹ 5.19 ,,"48,285 km",Petrol,Bangalore,2015
Ford EcoSport Titanium 1.5L TDCi,₹ 7.9 ,,"60,126 km",Diesel,Ahmedabad,2017
BMW 5 Series 520d Luxury Line [2017-2019],₹ 38 ,,"61,000 km",Diesel,Ahmedabad,2019
Maruti Suzuki Celerio VXi CNG [2017-2019],₹ 4.89 ,,"88,603 km",CNG,Pune,2017
Maruti Suzuki Alto 800 Lxi,₹ 2.09 ,,"45,643 km",Petrol,Kolkata,2013
Tata Altroz XZ (O) Diesel,₹ 9.78 ,,"10,412 km",Diesel,Chennai,2021
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2013-2016],₹ 5.7 ,,"32,335 km",Petrol,Bangalore,2019
Mercedes-Benz S-Class 350 L,₹ 14.56 ,,"1,33,000 km",Petrol,Ahmedabad,2011
Hyundai Elantra 1.6 SX AT,₹ 6.25 ,,"80,000 km",Diesel,Delhi,2014
Honda Jazz SV Petrol,₹ 5.99 ,,"39,173 km",Petrol,Bangalore,2015
Hyundai i20 Sportz 1.4 CRDI,₹ 4.5 ,,"91,127 km",Diesel,Hyderabad,2013
Hyundai Verna SX Plus 1.6 CRDi AT,₹ 13.25 ,,"29,373 km",Diesel,Pune,2019
Kia Sonet HTX 1.0 iMT [2020-2021],₹ 10.5 ,,"23,700 km",Petrol,Chennai,2020
Honda City 1.5 S MT,₹ 3.99 ,,"62,550 km",Petrol,Thane,2013
Hyundai Elite i20 Sportz 1.4,₹ 5.71 ,,"66,000 km",Diesel,Mumbai,2015
Maruti Suzuki Wagon R 1.0 LXI CNG,₹ 3.49 ,,"89,000 km",CNG,Thane,2014
Hyundai Eon 1.0 Kappa Magna + [2014-2016],₹ 2.95 ,,"45,100 km",Petrol,Hyderabad,2016
Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,₹ 4.61 ,,"53,734 km",Petrol,Pune,2016
Hyundai i20 Active 1.2 SX,₹ 6.9 ,,"74,655 km",Petrol,Chennai,2016
Toyota Innova 2.5 G2,₹ 6.5 ,,"3,40,000 km",Diesel,Pallikarnai,2009
Toyota Corolla Altis G Petrol,₹ 11.9 ,,"54,517 km",Petrol,Ahmedabad,2019
Maruti Suzuki Alto 800 Lxi,₹ 3.35 ,,"35,000 km",Petrol,Ahmedabad,2019
Maruti Suzuki Ciaz ZXi  AT,₹ 6.4 ,,"36,937 km",Petrol,Mumbai,2016
Mercedes-Benz E-Class 280,₹ 4.5 ,,"40,206 km",Petrol,Kolkata,2007
Hyundai Creta SX Plus 1.6  Petrol,₹ 8.8 ,,"48,488 km",Petrol,Thane,2016
Volkswagen Tiguan Highline TDI,₹ 23.76 ,,"72,533 km",Diesel,Pune,2017
Mercedes-Benz R-Class R350 4MATIC,₹ 24.85 ,,"44,724 km",Petrol,Bangalore,2012
Honda Amaze 1.5 E i-DTEC,₹ 4.75 ,,"43,000 km",Diesel,Kolkata,2017
Hyundai Xcent SX 1.2,₹ 4.86 ,,"94,691 km",Petrol,Pune,2015
Hyundai Verna Fluidic 1.6 VTVT SX,₹ 4.99 ,,"71,550 km",Petrol,Bangalore,2013
Nissan Terrano XL D Plus,₹ 6.25 ,,"77,000 km",Diesel,Ahmedabad,2014
Ford EcoSport Titanium 1.5 TDCi,₹ 6.3 ,,"95,240 km",Diesel,Hyderabad,2015
Honda City SV CVT,₹ 5.95 ,,"46,200 km",Petrol,Mumbai,2014
Maruti Suzuki Vitara Brezza VDi,₹ 7.79 ,,"58,481 km",Diesel,Pune,2018
Honda Jazz VX CVT Petrol,₹ 8.11 ,,"8,652 km",Petrol,Delhi,2019
Maruti Suzuki Alto 800 LXi (O),₹ 3.5 ,,"30,680 km",Petrol,Hyderabad,2017
Maruti Suzuki Swift LXi,₹ 4.5 ,,"34,933 km",Petrol,Kolkata,2018
Hyundai Elite i20 Asta 1.2,₹ 7.79 ,,"42,825 km",Petrol,Bangalore,2018
Hyundai Creta 1.6 S Petrol,₹ 7.91 ,,"39,813 km",Petrol,Kolkata,2018
Volkswagen Vento Highline Petrol AT,₹ 3.45 ,,"50,667 km",Petrol,Mumbai,2011
Maruti Suzuki Vitara Brezza VXi,₹ 8.62 ,,"29,219 km",Petrol,Pune,2020
Mercedes-Benz E-Class E350 CDI Avantgarde,₹ 11.95 ,,"63,906 km",Diesel,Mumbai,2012
Toyota Innova Crysta 2.8 ZX AT 7 STR [2016-2020],₹ 24.5 ,,"35,531 km",Diesel,Mumbai,2019
Hyundai Santro Sportz CNG [2018-2020],₹ 5.45 ,,"23,404 km",CNG,Mumbai,2019
Hyundai Grand i10 Magna 1.2 Kappa VTVT [2017-2020],₹ 4.65 ,,"22,407 km",Petrol,Mumbai,2017
Hyundai Grand i10 Asta 1.2 Kappa VTVT [2013-2016],₹ 5.11 ,,"22,498 km",Petrol,Kolkata,2018
Maruti Suzuki Wagon R 1.0 LXi CNG Avance LE,₹ 3.95 ,,"68,000 km",CNG,Thane,2015
Mahindra Marazzo M6 8 STR,₹ 10.45 ,,"70,163 km",Diesel,Hyderabad,2018
Datsun redi-GO Gold Limited Edition,₹ 2.85 ,,"48,261 km",Petrol,Mumbai,2017
Honda City V,₹ 9.9 ,,"42,700 km",Petrol,Ahmedabad,2019
Renault Kwid 1.0 RXT AMT Opt,₹ 5.45 ,,"32,000 km",Petrol,Mumbai,2020
Ford EcoSport Titanium 1.5L Ti-VCT,₹ 7.59 ,,"46,900 km",Petrol,Bangalore,2018
Maruti Suzuki Alto 800 Lxi,₹ 3.21 ,,"20,315 km",Petrol,Kolkata,2018
Jeep Compass Limited (O) 2.0 Diesel [2017-2020],₹ 18 ,,"66,500 km",Diesel,Ambattur,2018
Maruti Suzuki Vitara Brezza ZDi,₹ 7.45 ,,"40,579 km",Diesel,Delhi,2018
Honda City 1.5 V MT,₹ 3.9 ,,"72,474 km",Petrol,Ahmedabad,2010
Tata Nexon XZ Plus (S),₹ 11.5 ,,"1,419 km",Petrol,Kolkata,2022
Maruti Suzuki Alto 800 Lxi,₹ 3.2 ,,"29,799 km",Petrol,Ahmedabad,2016
Maruti Suzuki Ciaz ZXi,₹ 6.75 ,,"73,402 km",Petrol,Pune,2017
Maruti Suzuki Alto 800 Lxi,₹ 2.69 ,,"70,661 km",Petrol,Pune,2015
Mahindra XUV500 W10,₹ 11.5 ,,"1,48,803 km",Diesel,Hyderabad,2015
Kia Sonet HTE 1.2 [2020-2021],₹ 7.9 ,,"7,500 km",Petrol,Ahmedabad,2021
Maruti Suzuki Ertiga VXI,₹ 6.44 ,,"53,056 km",Petrol,Kolkata,2017
Maruti Suzuki Eeco 5 STR WITH A/C+HTR CNG [2017-2019],₹ 5.55 ,,"69,817 km",CNG,Pune,2020
Audi A6 35 TDI Premium,₹ 18 ,,"38,894 km",Diesel,Hyderabad,2013
Maruti Suzuki Alto K10 VXi,₹ 2.34 ,,"15,685 km",Petrol,Pune,2012
Jeep Compass Sport 1.4 Petrol,₹ 15.3 ,,"18,000 km",Petrol,Hyderabad,2018
Maruti Suzuki Wagon R 1.0 VXi,₹ 2.68 ,,"76,617 km",Petrol,Kolkata,2013
Skoda Kodiaq Style 2.0 TDI 4x4 AT,₹ 33.25 ,,"32,407 km",Diesel,Bangalore,2018
Land Rover Discovery Sport SE,₹ 49.5 ,,"38,000 km",Diesel,Thane,2018
Maruti Suzuki Swift ZXi,₹ 6.48 ,,"21,852 km",Petrol,Delhi,2018
Mahindra KUV100 K4 Plus 6 STR,₹ 3.95 ,,"41,000 km",Petrol,Noida,2017
Kia Sonet GTX Plus 1.0 iMT [2020-2021],₹ 12.75 ,,"4,000 km",Petrol,Ahmedabad,2022
Hyundai Elite i20 Sportz 1.2,₹ 6.75 ,,"31,776 km",Petrol,Thane,2018
Maruti Suzuki Swift DZire VXI,₹ 3.85 ,,"76,725 km",Petrol,Kolkata,2014
Maruti Suzuki Dzire VXi,₹ 5.44 ,,"25,144 km",Petrol,Kolkata,2018
Renault Duster 110 PS RXZ 4X2 MT Diesel,₹ 10.25 ,,"63,673 km",Diesel,Bangalore,2018
Hyundai Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],₹ 5.34 ,,"40,558 km",Petrol,Chennai,2017
Hyundai Creta 1.6 SX Plus AT,₹ 11.25 ,,"74,469 km",Diesel,Bangalore,2015
Toyota Yaris G CVT [2018-2020],₹ 7.55 ,,"67,067 km",Petrol,Mumbai,2018
Volkswagen Vento Highline Petrol,₹ 3.25 ,,"77,000 km",Petrol,Noida,2011
Tata Nexon XZ Plus Dual Tone,₹ 9.13 ,,"50,043 km",Petrol,Pune,2018
Hyundai Eon Era [2011-2012],₹ 2.2 ,,"81,000 km",Petrol,Ahmedabad,2011
Tata Harrier XT Plus,₹ 18.95 ,,"30,830 km",Diesel,Thane,2020
Maruti Suzuki Swift VDi ABS [2014-2017],₹ 5.67 ,,"83,647 km",Diesel,Pune,2016
Tata Tiago Revotron XZ,₹ 5.69 ,,"33,640 km",Petrol,Bangalore,2018
Volkswagen Vento Comfortline Petrol AT,₹ 7.65 ,,"60,240 km",Petrol,Bangalore,2015
Ford EcoSport Titanium 1.5 TDCi,₹ 5.11 ,,"62,225 km",Diesel,Mumbai,2014
Audi A4 2.0 TDI Sline,₹ 16.9 ,,"48,000 km",Diesel,Ahmedabad,2015
Honda BR-V V CVT Petrol,₹ 7.95 ,,"61,280 km",Petrol,Mumbai,2016
Maruti Suzuki Ertiga VDi,₹ 6.7 ,,"92,064 km",Diesel,Hyderabad,2014
Tata Altroz XZ Petrol,₹ 7.89 ,,"9,291 km",Petrol,Pune,2020
Maruti Suzuki Baleno Delta 1.3,₹ 6.25 ,,"65,000 km",Diesel,Pallikarnai,2018
Jeep Compass Limited (O) 1.4 Petrol AT [2017-2020],₹ 18.25 ,,"28,449 km",Petrol,Mumbai,2019
Toyota Yaris V CVT,₹ 9.9 ,,"41,079 km",Petrol,Pune,2019
Renault Kwid CLIMBER 1.0 AMT [2017-2019],₹ 5.55 ,,"10,690 km",Petrol,Mumbai,2020
Hyundai Creta 1.6 SX Plus Petrol,₹ 11.75 ,,"36,313 km",Petrol,Mumbai,2019
Honda City SV CVT,₹ 5.9 ,,"75,258 km",Petrol,Mumbai,2015
Maruti Suzuki Swift ZXi AMT [2018-2019],₹ 7.5 ,,"21,523 km",Petrol,Hyderabad,2018
Hyundai Eon 1.0 Kappa Magna + [2014-2016],₹ 3.1 ,,"40,000 km",Petrol,Thane,2016
Maruti Suzuki Wagon R 1.0 LXI CNG,₹ 4.9 ,,"57,300 km",CNG,Ahmedabad,2018
BMW 7 Series 730Ld Sedan,₹ 19.56 ,,"77,000 km",Diesel,Ahmedabad,2010
Maruti Suzuki Vitara Brezza ZDi+ Dual Tone [2017-2018],₹ 10.12 ,,"20,744 km",Diesel,Delhi,2019
Audi A3 35 TDI Technology + Sunroof,₹ 30.5 ,,"40,910 km",Diesel,Bangalore,2020
Mercedes-Benz GLA 200 d Sport,₹ 25.59 ,,"25,000 km",Diesel,Delhi,2017
Maruti Suzuki Ertiga VXI,₹ 9.36 ,,"43,162 km",Petrol,Hyderabad,2021
Honda Accord 2.4 Elegance MT,₹ 3.9 ,,"82,000 km",Petrol,Mumbai,2010
MG Hector Plus Sharp 1.5 Petrol Turbo CVT 6-STR,₹ 19.4 ,,"24,000 km",Petrol,Delhi,2021
Tata Indigo eCS LS CR4 BS-IV,₹ 2 ,,"1,75,000 km",Diesel,Poonamallee,2014
Hyundai Grand i10 Sports Edition 1.2L Kappa VTVT,₹ 4.71 ,,"21,415 km",Petrol,Bangalore,2014
Maruti Suzuki Celerio ZXi AMT [2019-2020],₹ 4.45 ,,"48,549 km",Petrol,Mumbai,2016
BMW 5 Series 520d Luxury Line [2017-2019],₹ 21.49 ,,"69,000 km",Diesel,Delhi,2015
Datsun redi-GO T(O) 1.0,₹ 3.45 ,,"1,391 km",Petrol,Mumbai,2019
Maruti Suzuki Wagon R 1.0 LXI,₹ 3.25 ,,"42,000 km",Petrol,Mumbai,2014
Renault Kwid RXT 1.0 AMT,₹ 5.25 ,,"8,097 km",Petrol,Noida,2022
Maruti Suzuki Swift LXi,₹ 4.08 ,,"31,511 km",Petrol,Delhi,2014
Skoda Rapid Ambition 1.6 MPI AT Plus,₹ 3.51 ,,"65,000 km",Petrol,Mumbai,2013
Mercedes-Benz E-Class E 220 d Avantgarde,₹ 44.5 ,,"88,508 km",Diesel,Hyderabad,2018
Mahindra Thar LX Convertible Diesel MT,₹ 12.99 ,,"36,804 km",Diesel,Kolkata,2021
Hyundai Creta SX 1.6 CRDi (O),₹ 14.9 ,,"40,000 km",Diesel,Hyderabad,2018
Skoda Rapid Ambition 1.6 TDI CR MT,₹ 7.45 ,,"1,17,048 km",Diesel,Hyderabad,2016
Maruti Suzuki Alto 800 LXi (O),₹ 3.5 ,,"28,200 km",Petrol,Ahmedabad,2021
Maruti Suzuki Swift VXi,₹ 4.99 ,,"57,742 km",Petrol,Bangalore,2014
Audi Q3 30 TDI Premium FWD,₹ 22.5 ,,"94,520 km",Diesel,Ahmedabad,2017
Mahindra XUV500 W8 [2015-2017],₹ 6.85 ,,"88,066 km",Diesel,Delhi,2015
Volkswagen Polo Highline1.2L (D),₹ 3.8 ,,"78,140 km",Diesel,Ahmedabad,2014
Tata Nexon XZA Plus Petrol,₹ 8.75 ,,"29,873 km",Petrol,Thane,2018
Hyundai Elite i20 Asta 1.4 (O) CRDi,₹ 8.8 ,,"56,415 km",Diesel,Hyderabad,2019
Honda BR-V S Petrol,₹ 9.42 ,,"38,258 km",Petrol,Delhi,2018
